"Education","Marital_Status","Income","Kidhome","Recency","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","Complain","Response","Age","NumberofDayEnrolled","TotalSpent","Accepted"
4,6,0.338582285098994,2,66,5,7,3,11,5,1,1,44,355,445,1
4,5,0.191868896537559,2,14,4,3,2,4,6,1,2,30,120,75,1
4,4,0.11066367082226,3,64,3,2,1,4,8,1,1,12,281,25,1
3,3,0.182128252845948,2,84,2,2,1,4,8,1,1,21,410,38,1
3,5,0.623899120541244,1,70,1,7,9,14,3,1,2,14,449,701,4
1,6,0.434177522453273,1,88,3,4,5,8,2,1,1,32,470,395,1
3,5,0.484710612633584,1,38,2,4,7,7,2,1,2,13,411,998,1
4,4,0.327497245856336,3,52,3,3,1,5,7,1,1,44,22,85,1
5,4,0.309033591216616,2,24,4,7,2,8,7,1,1,36,335,307,1
5,6,0.470824749326246,3,73,5,7,4,11,5,1,1,41,47,446,1
3,4,0.38133530843297,2,11,6,6,5,6,6,1,1,45,257,348,1
4,2,0.370959811286699,3,43,6,12,2,7,9,1,1,39,451,431,1
3,4,0.446376667268325,1,11,2,8,3,10,5,1,1,28,132,475,1
3,4,0.309033591216616,2,97,2,7,6,8,5,1,1,34,304,475,1
5,4,0.247848033510304,3,52,6,6,2,6,9,1,1,33,301,231,1
5,6,0.38122949952386,1,22,2,5,6,14,4,1,1,30,445,856,2
2,3,0.0486596500837135,2,32,3,2,1,4,9,1,1,21,654,24,1
5,4,0.199368880977425,4,62,4,3,3,3,9,1,1,38,338,99,1
5,2,0.212426945172313,3,38,3,2,2,3,6,1,2,24,39,44,2
5,3,0.219030665911482,3,75,3,3,1,4,8,1,1,32,318,33,1
4,5,0.567191769311682,1,47,2,6,5,13,3,1,1,5,586,1024,1
4,6,0.394443165055674,2,5,3,4,6,8,8,1,2,21,215,654,1
3,4,0.525191856448431,1,74,2,6,8,11,3,1,1,35,413,821,1
5,5,0.414658890749189,2,48,4,9,6,10,7,1,1,23,287,551,1
3,6,0.24991441926469,2,14,4,5,3,4,8,1,1,9,443,253,1
3,4,0.361486801894602,3,37,4,4,4,7,9,1,1,21,587,554,1
3,4,0.138342036634779,2,48,2,3,1,4,7,1,2,22,577,63,1
3,6,0.229150976865193,2,50,2,2,1,3,9,2,1,16,287,17,1
1,4,0.211356407974257,4,95,8,5,2,5,9,1,1,24,640,183,1
4,4,0.297976560214605,1,66,2,3,2,5,4,1,1,31,9,116,1
4,4,0.358654857562536,3,60,2,5,5,8,4,1,1,44,63,345,1
3,4,0.398445231441429,2,97,5,9,2,7,7,1,1,28,109,346,2
1,6,0.277679921825888,2,29,5,8,2,6,8,1,1,25,532,326,1
3,2,0.201945639116931,2,13,5,4,1,5,7,1,1,9,45,84,1
5,6,0.36896189012056,2,58,3,9,6,12,6,1,1,45,596,635,1
3,6,0.421007425295798,1,11,2,11,5,7,5,1,2,48,469,818,3
3,5,0.300229667573304,2,5,4,7,2,6,8,1,1,39,337,249,1
3,5,0.363914182750658,4,50,2,1,1,4,5,1,1,19,274,13,1
3,6,0.333889348777285,2,4,2,2,2,7,3,1,1,20,241,147,1
3,5,0.489129690602302,1,65,2,4,5,11,2,1,1,42,295,755,1
4,5,0.179209171765204,4,1,2,2,1,3,8,1,1,39,344,8,1
5,4,0.427131893917233,1,21,3,11,7,10,7,1,1,52,569,942,1
3,4,0.133804701649997,2,92,5,4,1,5,9,1,1,13,165,110,1
5,3,0.450839313611383,1,10,2,6,5,11,3,1,1,22,402,783,1
5,4,0.967921228379194,2,99,15,1,13,1,1,1,1,24,115,903,1
3,6,0.259866680774521,4,84,4,3,1,5,7,1,1,31,216,83,1
3,3,0.378553156528721,1,28,2,7,8,5,4,1,1,44,212,320,2
3,3,0.314949554046568,1,64,2,4,3,7,5,1,1,38,287,214,2
3,5,0.405938991827818,1,47,2,4,5,8,2,1,1,9,226,691,1
3,6,0.151624166754841,3,85,4,3,2,4,6,1,1,40,119,84,1
3,6,0.197464320613443,3,59,3,2,1,4,8,1,1,32,66,31,1
3,4,0.167974755239097,2,79,3,3,1,4,9,1,1,15,333,52,1
3,4,0.303217213242296,3,5,2,4,2,4,7,1,1,27,66,135,1
5,6,0.322449538486435,3,18,3,3,2,4,6,1,1,38,143,88,1
3,5,0.313343748249485,2,78,2,3,3,3,5,1,1,30,83,108,2
5,4,0.489814336484779,2,57,2,12,9,9,6,1,1,22,619,981,1
5,4,0.511038358841579,1,80,2,10,11,6,5,1,2,49,530,791,3
5,4,0.231055537229176,3,91,3,3,1,4,8,1,1,27,37,40,1
3,6,0.227520274854202,4,97,2,1,1,4,3,1,1,38,6,5,1
1,4,0.477801913274039,1,45,2,6,8,13,3,1,1,46,200,611,2
5,4,0.310704749575208,2,82,2,5,2,5,6,1,1,21,46,170,1
1,4,0.0903608083800656,2,78,4,3,2,4,7,1,1,9,47,52,1
4,4,0.405217001624478,1,22,2,7,5,14,3,1,1,51,258,641,1
4,4,0.178922865305259,2,17,2,2,2,4,7,1,1,13,151,61,1
2,4,0.165055674158352,1,81,2,3,1,4,7,1,1,36,15,38,1
3,4,0.146520442903645,2,46,2,2,2,3,10,1,1,14,540,45,1
5,5,0.190287986954384,2,64,3,2,1,5,6,1,1,27,108,34,1
3,4,0.370679728880231,2,35,3,8,2,9,6,1,1,31,313,422,1
3,4,0.450235580424107,1,15,2,5,11,10,3,1,1,21,443,894,1
5,4,0.274038850541804,3,14,3,3,1,4,8,1,1,33,465,63,1
2,6,0.144099286101066,2,53,2,2,2,3,7,1,1,19,622,75,2
5,6,0.406075921004313,1,99,2,9,8,13,4,1,1,8,386,777,1
3,4,0.23117379424524,2,94,3,4,1,4,9,1,1,9,373,86,1
3,4,0.30758027472972,3,39,5,6,2,7,7,1,1,24,470,255,1
3,4,0.18437513615117,3,25,3,2,2,3,9,1,1,20,172,26,1
4,4,0.422806176750671,1,81,2,8,4,13,4,1,1,17,44,533,1
3,4,0.487573677233035,1,83,2,5,7,7,3,1,1,43,267,901,2
3,4,0.528969856909011,1,21,2,6,7,6,3,1,1,43,498,771,1
5,5,0.280854189099193,3,82,7,6,2,4,9,1,2,24,87,216,2
3,3,0.419575892996073,2,51,4,9,2,8,6,1,1,45,1,386,2
3,5,0.46177497557059,1,61,2,5,5,10,2,1,1,29,192,784,1
3,3,0.385661025599532,2,64,4,12,7,10,7,1,1,19,244,710,1
5,6,0.625081690701886,1,55,1,8,10,11,5,1,2,20,572,759,4
5,5,0.242159248632264,3,73,3,2,1,4,8,1,1,32,329,33,1
4,5,0.106804757666478,1,6,2,1,2,3,7,1,2,13,564,30,2
3,6,0.173489266619779,2,89,2,2,1,4,10,1,1,9,193,48,2
4,3,0.292474496940878,3,51,7,5,3,6,7,1,1,34,390,239,1
3,4,0.268032638936434,2,100,2,3,1,4,7,1,1,31,22,60,1
3,3,0.390665164595094,2,18,6,12,5,10,9,1,2,43,621,969,2
3,6,0.276142580617053,2,12,6,4,2,7,5,1,1,41,431,203,1
3,6,0.474534285198578,1,19,2,5,7,10,2,1,1,43,100,681,1
5,4,0.265437208636497,3,71,9,6,2,6,9,1,1,29,599,217,1
4,6,0.275625984178456,3,22,11,8,2,9,8,1,1,23,495,387,1
3,4,0.430835205736088,1,67,2,4,5,10,2,1,1,12,399,741,1
3,4,0.247175835734781,2,80,7,9,2,6,9,1,1,20,86,355,1
1,5,0.31409685872021,4,3,2,2,1,3,9,1,1,19,45,12,1
4,4,0.510745828328157,1,82,2,9,11,7,4,1,1,49,214,906,3
4,7,0.266520193941506,2,25,3,5,2,6,8,1,1,43,284,235,1
3,6,0.421853896568679,2,49,3,12,5,12,7,1,1,17,560,701,1
1,6,0.270584500862031,2,94,2,2,2,5,4,1,1,9,76,104,1
3,4,0.440227302432983,1,57,2,4,6,8,2,1,1,28,215,650,1
5,6,0.472355866481605,3,4,3,7,4,12,4,1,1,27,73,470,1
5,4,0.180509998941911,2,45,5,5,2,5,9,1,1,17,510,165,1
3,3,0.386868491974083,2,39,6,10,7,13,7,1,1,35,623,763,1
3,6,0.250711098109755,2,47,5,4,2,5,9,1,1,19,436,169,1
3,6,0.308955790548152,2,85,3,9,3,5,9,1,1,21,580,405,1
3,3,0.3100014315323,2,28,4,3,3,12,9,1,1,45,536,683,1
5,4,0.486720981906677,1,73,2,4,6,9,3,1,1,25,654,955,1
5,6,0.202841902817629,2,67,2,2,1,3,9,1,1,11,126,12,1
3,5,0.219958049879565,3,31,10,6,2,9,8,1,2,31,442,328,1
1,3,0.49944917126728,2,3,2,7,4,5,8,1,1,35,510,897,2
3,6,0.229418611164707,2,66,2,2,1,3,9,1,1,26,388,17,1
3,5,0.0827985834054286,1,38,2,2,1,4,4,1,1,46,71,14,1
5,4,0.379760622903272,2,90,4,8,9,12,6,1,1,32,439,691,1
1,4,0.127481063317296,2,50,3,3,1,5,7,1,1,22,192,64,1
4,6,0.136499716805567,2,47,2,2,1,4,8,1,1,15,197,18,1
5,5,0.485669116869052,2,33,2,6,3,12,4,1,1,39,253,420,1
3,5,0.0359127885626793,2,55,5,4,2,4,8,1,1,24,175,52,1
3,7,0.446420235642665,1,99,2,7,6,11,4,1,1,29,230,1027,2
3,6,0.393553125408453,2,98,3,7,5,5,4,1,1,39,523,629,1
3,5,0.13116570297572,2,76,2,3,1,3,10,1,1,26,315,21,1
3,4,0.447864216049344,1,9,2,4,10,10,3,1,2,7,203,911,2
3,4,0.369360229543092,2,38,8,12,6,9,8,1,1,39,645,682,1
5,4,0.186447745959033,3,32,3,2,1,4,7,1,1,33,25,12,1
3,4,0.487990688815998,2,41,3,6,4,7,7,1,2,25,383,936,4
3,4,0.456204447708615,2,75,3,10,5,7,6,1,1,44,506,823,1
5,4,0.409642303646673,1,91,2,5,11,6,4,1,1,9,631,1034,1
4,6,0.394891296906023,2,58,5,10,7,7,7,1,1,28,576,877,1
4,5,0.183173893830096,2,60,3,3,1,4,9,1,1,22,270,59,1
3,5,0.175568100481119,2,53,3,2,1,4,7,1,1,12,231,21,1
3,3,0.628392887151686,1,6,2,7,10,14,3,1,2,23,427,688,5
1,6,0.154107564092191,1,93,3,4,2,6,7,1,1,39,611,182,1
3,6,0.460405683805635,3,78,6,5,7,12,9,1,1,30,633,708,1
5,5,0.181549415872581,2,36,3,2,1,4,7,1,1,23,592,28,1
5,6,0.383476382829081,2,49,4,9,4,6,7,1,1,36,589,681,2
3,5,0.275470382841529,2,98,5,4,3,8,4,1,1,33,583,261,1
3,5,0.105628411559312,3,96,5,3,1,5,6,1,1,33,368,39,1
5,5,0.242781653979971,4,25,2,2,1,3,9,1,1,40,193,12,1
3,3,0.0843794929886038,2,61,3,2,2,3,8,1,2,18,595,26,2
5,3,0.422887089445872,3,47,4,11,3,11,6,1,1,29,381,540,1
4,4,0.264080364978496,2,86,5,5,2,7,6,1,1,27,13,228,1
5,4,0.223985012479227,2,32,2,2,1,3,10,1,1,19,552,20,1
4,6,0.261696552496779,3,10,7,6,3,5,9,1,2,45,484,228,1
4,4,0.226860525185632,3,31,5,4,2,4,8,1,1,31,448,85,1
3,4,0.487928448281228,1,48,2,4,8,9,2,1,1,34,4,861,2
5,4,0.226350152800513,3,71,5,4,3,3,8,1,2,27,590,164,2
3,4,0.443214848101975,1,14,2,4,4,7,2,1,1,27,356,612,1
3,6,0.126597247723552,2,12,3,3,3,3,7,1,1,27,253,62,1
3,5,0.420353899680706,1,32,3,4,5,6,8,1,2,44,611,914,1
4,5,0.187082599413694,2,16,4,4,1,5,6,2,1,14,98,55,1
5,6,0.374532417982535,2,3,3,5,3,5,6,1,1,22,138,196,1
3,4,0.171690515164906,3,56,5,3,1,5,7,1,1,37,81,43,1
3,3,0.196978844442231,3,39,4,3,1,5,8,1,1,34,482,94,1
5,6,0.401968045709449,2,87,3,7,4,13,5,1,1,34,270,501,1
3,5,0.367119570291348,1,57,3,8,5,11,6,1,2,41,498,596,1
4,6,0.473974120385642,1,30,2,4,4,6,2,1,1,16,57,526,1
5,5,0.424088331766947,1,31,2,4,6,9,2,1,2,11,429,580,2
4,3,0.386582185514138,2,65,2,10,4,10,7,1,1,29,411,572,1
2,4,0.141597216603285,2,47,4,4,1,5,8,1,1,16,477,97,1
3,6,0.308955790548152,2,85,3,9,3,5,9,1,1,21,580,405,1
3,6,0.224252646778741,1,21,3,5,2,7,8,1,1,51,631,257,1
5,6,0.397779257719382,2,75,2,6,2,9,3,1,1,23,115,347,1
4,4,0.265076213534827,3,19,3,3,1,4,6,1,1,22,70,32,1
3,4,0.179881369540727,2,76,2,4,2,3,8,1,1,23,334,65,1
3,6,0.457766685131359,1,18,2,7,4,14,4,1,1,45,488,584,1
4,6,0.306024261360454,3,89,14,7,3,13,6,1,1,41,507,545,1
3,7,0.48682056676231,1,20,2,6,12,6,4,1,1,31,45,854,1
4,3,0.209663465428495,1,63,4,8,2,6,9,1,1,48,361,298,1
1,6,0.190978856890338,1,12,2,2,1,4,8,1,1,13,341,47,2
3,6,0.227993302918459,2,75,4,4,2,4,8,1,1,28,174,125,1
3,4,0.502698127182309,1,33,2,3,8,10,5,1,1,17,574,996,2
3,6,0.0927135005943971,3,77,4,4,1,4,10,1,1,26,156,63,1
3,6,0.173912502256219,3,7,2,1,1,4,7,1,1,32,449,20,1
4,6,0.337474403580076,2,63,4,4,7,12,9,1,1,45,639,811,3
1,3,0.209489191931137,2,21,2,2,1,4,8,1,1,9,454,27,1
4,6,0.253045118163655,2,44,2,4,1,4,9,1,1,11,502,95,1
3,5,0.416370505455383,1,46,2,3,4,7,2,1,1,15,503,530,1
5,3,0.349679772448605,2,35,6,9,4,13,6,1,1,32,101,578,2
3,3,0.208605376337393,3,54,5,4,2,4,6,1,1,39,71,57,1
1,6,0.355337437059259,2,45,2,10,3,10,7,1,1,41,246,478,1
5,4,0.277885315590632,2,90,2,3,2,4,5,1,1,19,115,85,1
3,5,0.236619841037674,2,44,4,6,2,5,9,1,1,9,74,226,1
3,6,0.138460293650843,2,69,4,4,2,4,8,1,1,13,174,61,1
4,4,0.493069516453285,1,45,2,7,8,10,3,1,1,36,434,746,2
3,7,0.157518345397624,1,65,2,4,1,4,10,1,2,31,615,100,1
3,5,0.471328897657889,1,86,2,3,6,11,2,1,1,50,111,715,2
4,4,0.388194215364698,2,94,2,9,4,7,8,1,1,33,276,391,2
4,6,0.254812749351142,1,13,2,5,3,5,5,1,1,5,406,203,1
3,3,0.0674749637448885,2,87,5,4,2,4,7,1,1,21,154,48,1
3,4,0.129734170675994,4,29,3,3,1,4,8,1,1,30,230,32,1
3,4,0.309033591216616,1,70,2,7,6,13,4,1,1,8,369,904,3
4,5,0.430474210634418,1,43,2,7,7,11,4,1,1,21,482,867,1
3,4,0.326563637834776,3,14,7,4,2,7,5,1,1,31,184,199,1
4,6,0.168727865709822,3,87,3,3,1,4,6,1,1,41,105,27,1
3,4,0.240192447733511,3,60,3,4,1,4,8,1,1,25,317,97,1
3,5,0.403150615870092,2,31,3,5,4,7,4,1,1,12,648,306,1
3,4,0.181138628343095,3,34,3,2,1,4,6,1,1,46,330,23,1
3,5,0.309033591216616,4,68,7,3,4,11,8,1,1,27,292,653,3
3,4,0.39251993253126,2,24,4,4,4,13,3,1,1,26,498,453,1
3,4,0.203470532218813,2,82,2,2,1,3,8,1,1,23,344,25,1
5,3,0.281918502243771,3,7,2,2,1,3,8,1,1,32,133,15,1
5,3,0.389594627397039,2,42,6,11,4,6,8,1,1,36,481,787,1
3,5,0.241082487380732,2,79,7,9,3,9,9,1,1,44,504,430,1
3,4,0.376287601063068,1,50,2,5,9,6,4,1,1,40,340,778,1
5,3,0.0816533575656482,2,40,4,3,1,5,9,1,1,21,343,60,1
3,4,0.158868965002147,2,4,2,2,1,4,8,1,1,13,221,32,1
5,4,0.32802006634841,4,38,2,2,1,4,5,1,1,47,394,33,1
5,5,0.17594776774322,2,23,5,4,2,5,9,1,1,11,475,145,1
3,5,0.139057802784642,2,80,2,2,1,3,9,1,1,14,416,18,1
5,5,0.200825309491059,1,47,2,2,2,4,5,1,1,8,275,66,1
5,4,0.402098750832467,2,83,3,10,4,6,6,1,2,41,428,718,1
4,4,0.208182140700953,2,11,2,2,2,3,8,1,2,26,505,54,2
3,6,0.126223804514928,2,52,3,3,1,4,9,1,1,14,345,28,1
3,3,0.376393409972178,3,39,2,5,6,13,4,1,1,37,619,593,1
3,3,0.460349667324342,1,11,2,12,5,7,5,1,2,29,539,840,4
3,4,0.180155227893718,2,15,2,2,1,4,9,1,1,25,562,57,1
3,6,0.505847498241705,1,19,2,8,7,9,4,1,2,32,458,926,2
3,5,0.416544778952741,1,96,2,5,6,12,4,1,1,9,652,880,1
3,3,0.246976666023514,1,12,2,3,2,5,7,1,1,11,194,127,1
5,4,0.332874828060523,2,66,4,5,3,12,9,1,1,28,552,730,3
5,6,0.358268966246958,2,72,3,4,6,9,4,1,1,47,361,373,1
2,6,0.158464401526138,2,14,2,2,1,3,9,1,2,24,300,13,2
3,3,0.503482357920419,1,59,2,3,10,5,2,1,1,45,218,590,1
3,4,0.264957956518762,3,66,3,2,1,4,7,1,1,32,352,37,1
3,3,0.517249964211693,1,1,2,5,5,7,2,1,2,27,14,735,1
3,7,0.178269339690167,3,34,4,3,1,4,8,1,1,26,521,39,1
4,4,0.195752705907249,2,91,2,2,1,3,7,1,1,21,167,11,2
3,4,0.431843502399373,2,96,5,7,8,10,5,1,1,40,184,534,1
3,4,0.437065483266632,2,94,3,9,5,9,5,1,1,11,505,841,3
5,5,0.423416133991423,1,39,4,5,7,6,4,1,2,31,230,640,1
3,4,0.437980419127761,1,19,2,4,5,11,2,1,1,23,578,733,1
5,5,0.362675596108722,2,58,6,12,4,6,7,1,1,21,524,774,1
3,5,0.229748485998992,3,46,3,3,1,4,8,2,1,19,202,44,1
3,4,0.305022188750646,2,62,2,3,1,5,7,1,1,42,392,94,2
5,4,0.415343536631667,1,7,2,4,4,9,2,1,1,28,533,924,1
4,4,0.394250219397885,1,66,2,6,4,6,3,2,1,54,295,565,1
5,6,0.27977742784766,3,53,3,5,7,5,6,1,1,49,250,323,1
3,4,0.478555023744764,1,88,2,5,8,11,3,1,1,40,605,1036,2
5,7,0.376287601063068,2,39,4,7,3,11,5,1,1,28,96,435,1
3,4,0.166256916479426,3,54,4,3,2,5,5,1,1,19,120,52,1
5,4,0.223985012479227,2,32,2,2,1,3,10,1,1,19,552,20,1
3,4,0.30964043643063,3,68,8,7,4,7,8,1,1,30,518,364,1
